country_code,subdivision_name,code,country_name,combined_name,location_normalized,latitude,longitude,place_id
MA,Draa-Tafilalet,MA-08,Morocco,"Draa-Tafilalet, Morocco",Drâa-Tafilalet,31.1499538,-5.3939551,ChIJY0kN5EfpvA0R9JinkcrVwm4
MA,Fes- Meknes,MA-03,Morocco,"Fes- Meknes, Morocco",Fez-Meknès,34.062529,-4.7277528,ChIJ_d-TxGCinw0RxhxhQcd1aNg
MA,Guelmim-Oued Noun (EH-partial),MA-10,Morocco,"Guelmim-Oued Noun (EH-partial), Morocco",Guelmim-Oued Noun,28.4844281,-10.0807298,ChIJ2yP13VqctQ0R0sPXYIBMjQQ
MA,L'Oriental,MA-02,Morocco,"L'Oriental, Morocco",Oriental,33.4198879,-2.1450245,ChIJwxahuPbSnA0Ro--f5kY1M3I
MA,Laayoune-Sakia El Hamra (EH-partial),MA-11,Morocco,"Laayoune-Sakia El Hamra (EH-partial), Morocco",Laâyoune-Sakia El Hamra,27.8683194,-11.9804613,ChIJD0wKBCziNQwRQJ9AyeIeNIo
MA,Marrakech-Safi,MA-07,Morocco,"Marrakech-Safi, Morocco",Marrakesh-Safi,31.7330833,-8.1338558,ChIJJfN_G46_rw0R-dTvWefBibo
MA,Rabat-Sale-Kenitra,MA-04,Morocco,"Rabat-Sale-Kenitra, Morocco",Rabat-Salé-Kénitra,34.1727659,-6.2375947,ChIJ117d5kiloA0RsmDQ33s8ZSY
MA,Tanger-Tetouan-Al Hoceima,MA-01,Morocco,"Tanger-Tetouan-Al Hoceima, Morocco",Tangier-Tétouan-Al Hoceima,35.2629558,-5.5617279,ChIJUWYCXtceCw0RhEywL-MUH-0
MD,Anenii Noi,MD-AN,Moldova,"Anenii Noi, Moldova",Anenii Noi,46.862376,29.2075548,ChIJ76sRRccMyUARsL0Y_i5pC5Q
MD,Balti,MD-BA,Moldova,"Balti, Moldova",Balti,47.7539947,27.9184148,ChIJEyYfczpny0AR2QLeTqW3_3U
MD,Basarabeasca,MD-BS,Moldova,"Basarabeasca, Moldova",Basarabeasca District,46.3304439,28.9758649,ChIJac9A1X_RyUARdGIo5MG9fiY
MD,Bender,MD-BD,Moldova,"Bender, Moldova",Bender,46.8227551,29.4620101,ChIJd52wkJsGyUAR55bi7BH0rjk
MD,Briceni,MD-BR,Moldova,"Briceni, Moldova",Briceni District,48.3632022,27.0750398,ChIJt3e0doFyM0cRdydKLjmsMz0
MD,Cahul,MD-CA,Moldova,"Cahul, Moldova",Cahul District,45.8939404,28.1890275,ChIJfe8pypVctkARUGJN2QFOTCU
MD,Calarasi,MD-CL,Moldova,"Calarasi, Moldova",Călărași District,47.2512234,28.3187828,ChIJ9_7GuYi5y0ARMkW5aw2zs9w
MD,Cantemir,MD-CT,Moldova,"Cantemir, Moldova",Cantemir District,46.2771742,28.2009653,ChIJ6dj9vC8FtkARNsfrjFeuryU
MD,Causeni,MD-CS,Moldova,"Causeni, Moldova",Căușeni District,46.6554715,29.4091222,ChIJa4_4A-msyUARN6v8kDo9CiM
MD,Chisinau,MD-CU,Moldova,"Chisinau, Moldova",Chisinau,47.0104529,28.8638102,ChIJoWm3KDZ8yUARPN1JVzDW0Tc
MD,Cimislia,MD-CM,Moldova,"Cimislia, Moldova",Cimișlia District,46.5250851,28.7721835,ChIJB07PJx7CyUARiB06W5JiFLY
MD,Criuleni,MD-CR,Moldova,"Criuleni, Moldova",Criuleni District,47.2136114,29.1557519,ChIJq6AeRVJcyUAR8ncc0tTE308
MD,Donduseni,MD-DO,Moldova,"Donduseni, Moldova",Dondușeni District,48.216667,27.583333,ChIJp_ER9h9JM0cRaew6DLHexv0
MD,Drochia,MD-DR,Moldova,"Drochia, Moldova",Drochia District,48.0318119,27.8182766,ChIJcwn01XekzEARdIC1wgHXG1Q
MD,Edinet,MD-ED,Moldova,"Edinet, Moldova",Edineţ District,48.1678991,27.2936143,ChIJVVP_iIBQM0cRp5FgsnRf7tk
MD,Falesti,MD-FA,Moldova,"Falesti, Moldova",Fălești District,47.5647725,27.7265593,ChIJiYf3wcZqy0ARkdBqpJUp7BQ
MD,Floresti,MD-FL,Moldova,"Floresti, Moldova",Florești District,47.8909785,28.298958,ChIJvyMJng2FzEARR4-LTDZulO0
MD,"Gagauzia, Unitatea teritoriala autonoma",MD-GA,Moldova,"Gagauzia, Unitatea teritoriala autonoma, Moldova",Gagauzia,46.0979435,28.6384645,ChIJb19WvtADt0ARxHxJaMaif7c
MD,Glodeni,MD-GL,Moldova,"Glodeni, Moldova",Glodeni District,47.7790156,27.516801,ChIJKf7D8CxOy0ARh-xsP6j5uho
MD,Hincesti,MD-HI,Moldova,"Hincesti, Moldova",Hîncești District,46.8281147,28.5850889,ChIJZ9nv6CaJyUARDRpfIJawD00
MD,Ialoveni,MD-IA,Moldova,"Ialoveni, Moldova",Ialoveni District,46.9462689,28.7798944,ChIJyxqS21d_yUARVeDLryuw_Xo
MD,Leova,MD-LE,Moldova,"Leova, Moldova",Leova District,46.4799089,28.2549345,ChIJS_ier3b7yUAROiVl1f6VriM
MD,Nisporeni,MD-NI,Moldova,"Nisporeni, Moldova",Nisporeni District,47.0751349,28.1768155,ChIJA7zR_3g2ykARi8zg-wFlzIM
MD,Ocnita,MD-OC,Moldova,"Ocnita, Moldova",Ocnița District,48.3687818,27.4943835,ChIJ28kLq68-M0cRSsVkleNgIbQ
MD,Orhei,MD-OR,Moldova,"Orhei, Moldova",Orhei District,47.38604,28.8303082,ChIJjwPXCd_ly0ARlGDTDWsH0oE
MD,Rezina,MD-RE,Moldova,"Rezina, Moldova",Rezina District,47.7486542,28.9612499,ChIJ8dFkW1htzEARTcBPHTDQDzU
MD,Riscani,MD-RI,Moldova,"Riscani, Moldova",Rîșcani District,47.9382017,27.5614647,ChIJu7L22YSqzEARlSpTSjGyjDk
MD,Singerei,MD-SI,Moldova,"Singerei, Moldova",Sîngerei District,47.6389134,28.1371816,ChIJhdMQ_eh5y0ARITC4WffMWYM
MD,Soldanesti,MD-SD,Moldova,"Soldanesti, Moldova",Șoldănești District,47.8439769,28.7409322,ChIJb-UtPZxkzEARYn_YJ9qJF2Y
MD,Soroca,MD-SO,Moldova,"Soroca, Moldova",Soroca District,48.1549743,28.2870783,ChIJb_z-2XHqzEARanCY6OOzV7w
MD,Stefan Voda,MD-SV,Moldova,"Stefan Voda, Moldova",Ștefan Vodă District,46.5153404,29.6624459,ChIJN-PJr9VEyEAR3-H6evC8b_U
MD,"Stinga Nistrului, unitatea teritoriala din",MD-SN,Moldova,"Stinga Nistrului, unitatea teritoriala din, Moldova",Transnistria,47.2152972,29.4638054,ChIJz7BLtahRyUARRs7QbF29tHc
MD,Straseni,MD-ST,Moldova,"Straseni, Moldova",Strășeni District,47.1450267,28.6136736,ChIJPZqb2wTQy0ARpkLUY8HgOho
MD,Taraclia,MD-TA,Moldova,"Taraclia, Moldova",Taraclia District,45.898651,28.6671644,ChIJaYhobeq0t0ARmcTm6bDZCeo
MD,Telenesti,MD-TE,Moldova,"Telenesti, Moldova",Telenești District,47.4983962,28.3676019,ChIJq4BGUEqay0ARNIZy6FBs3JM
MD,Ungheni,MD-UN,Moldova,"Ungheni, Moldova",Ungheni District,47.2305767,27.7892661,ChIJV0XYv0YAy0ARt3UkuLs_DuA
ME,Bar,ME-02,Montenegro,"Bar, Montenegro",Bar Municipality,42.0912106,19.089904,ChIJB7ySse5zThMRRgKxychfZPI
ME,Berane,ME-03,Montenegro,"Berane, Montenegro",Berane Municipality,42.8379344,19.8603732,ChIJ2Y-av9GTUhMR8tXxOUb5eyw
ME,Bijelo Polje,ME-04,Montenegro,"Bijelo Polje, Montenegro",Bijelo Polje Municipality,43.0369422,19.7561911,ChIJ6Qx0ZVejUhMRidALEpksQnI
ME,Budva,ME-05,Montenegro,"Budva, Montenegro",Budva Municipality,42.2911489,18.840295,ChIJcTPk85XUTRMRSDCcvAZ_Rjs
ME,Cetinje,ME-06,Montenegro,"Cetinje, Montenegro",Cetinje Municipality,42.3930959,18.9115964,ChIJSzfRr3zOTRMRVkyL2mtBHWo
ME,Danilovgrad,ME-07,Montenegro,"Danilovgrad, Montenegro",Danilovgrad Municipality,42.5537532,19.1077389,ChIJ9Zi1uxy8TRMRJj7hUqnEu1c
ME,Herceg-Novi,ME-08,Montenegro,"Herceg-Novi, Montenegro",Herceg Novi Municipality,42.4572478,18.5314753,ChIJffoprXs7TBMRGm5jZSDvXdA
ME,Kolasin,ME-09,Montenegro,"Kolasin, Montenegro",Kolašin Municipality,42.8204751,19.5240814,ChIJU8uzw_58TRMR235NJagMNrs
ME,Kotor,ME-10,Montenegro,"Kotor, Montenegro",Kotor Municipality,42.424662,18.771234,ChIJG8lwPQYzTBMRBpMuIV7xc3o
ME,Niksic,ME-12,Montenegro,"Niksic, Montenegro",Nikšić Municipality,42.7804735,18.9561661,ChIJyTbsbqupTRMRWIVzgA-pxxQ
ME,Plav,ME-13,Montenegro,"Plav, Montenegro",Plav Municipality,42.6001337,19.9407541,ChIJh42K5thfUhMRV0WvFCurksc
ME,Pljevlja,ME-14,Montenegro,"Pljevlja, Montenegro",Pljevlja Municipality,43.3582371,19.3512591,ChIJKXKR9EQIWEcRdApoxlXZPOI
ME,Pluzine,ME-15,Montenegro,"Pluzine, Montenegro",Plužine Municipality,43.1541366,18.8410376,ChIJSRFrbl4gTRMRF4MKyUdyU2M
ME,Podgorica,ME-16,Montenegro,"Podgorica, Montenegro",Podgorica Municipality,42.4304196,19.2593642,ChIJfYYGlgfoTRMR6YpY6naK92s
ME,Rozaje,ME-17,Montenegro,"Rozaje, Montenegro",Rožaje Municipality,42.8408389,20.1670628,ChIJ92OKST_mUhMRN5_Z73Ia25o
ME,Tivat,ME-19,Montenegro,"Tivat, Montenegro",Tivat Municipality,42.4349809,18.7066398,ChIJxeAmNX4xTBMRxWVIe40oZHU
ME,Ulcinj,ME-20,Montenegro,"Ulcinj, Montenegro",Ulcinj Municipality,41.9310884,19.2147632,ChIJNxMy13oTThMRzAq0bi9q79Y
ME,Zabljak,ME-21,Montenegro,"Zabljak, Montenegro",Žabljak Municipality,43.1555152,19.1226018,ChIJT3DV8zM5TRMRlVS4y79AH7A
MG,Antananarivo,MG-T,Madagascar,"Antananarivo, Madagascar",Antananarivo Province,-18.8791902,47.5079055,ChIJs04fT-N98CER-YLAvAgGEd8
MG,Antsiranana,MG-D,Madagascar,"Antsiranana, Madagascar",Antsiranana Province,-12.3231349,49.2942833,ChIJNdCNdnwcayIRCsyYT-rRPrE
MG,Fianarantsoa,MG-F,Madagascar,"Fianarantsoa, Madagascar",Fianarantsoa Province,-21.4546147,47.0875045,ChIJqwp_ccC-5yER7QU_MTSSuLo
MG,Mahajanga,MG-M,Madagascar,"Mahajanga, Madagascar",Mahajanga Province,-15.6921494,46.3336857,ChIJlzY_3zf7AyIR4BExr72R9aE
MG,Toamasina,MG-A,Madagascar,"Toamasina, Madagascar",Toamasina Province,-18.1442811,49.3957836,ChIJOTuwd0gA9SERcR4u4yJoSt0
MG,Toliara,MG-U,Madagascar,"Toliara, Madagascar",Toliara Province,-23.3516191,43.6854936,ChIJyXTMUkZ8ZB8RpVQ2cug8YNE
MK,Aracinovo,MK-802,North Macedonia,"Aracinovo, North Macedonia",Municipality of Aracinovo,42.02538,21.5639736,ChIJMzMbq65AVBMRCKrisRV4YCs
MK,Berovo,MK-201,North Macedonia,"Berovo, North Macedonia",Municipality of Berovo,41.7060632,22.8552379,ChIJm-pY4E4SqhQRkQH1kiBL7Qs
MK,Bitola,MK-501,North Macedonia,"Bitola, North Macedonia",Municipality of Bitola,41.0296773,21.3292164,ChIJ_bZfNlEkVxMRSMm-Zb-7Z_o
MK,Bogdanci,MK-401,North Macedonia,"Bogdanci, North Macedonia",Municipality of Bogdanci,41.203138,22.5754421,ChIJ0VySxBcgVhMRsETGU_QGAQQ
MK,Bogovinje,MK-601,North Macedonia,"Bogovinje, North Macedonia",Municipality of Bogovinje,41.9236371,20.9163887,ChIJI8AtSVf7UxMREymyKlCUSBw
MK,Bosilovo,MK-402,North Macedonia,"Bosilovo, North Macedonia",Municipality of Bosilovo,41.4389865,22.7315995,ChIJLertzSX5qRQRJOF8B7oHxHg
MK,Brvenica,MK-602,North Macedonia,"Brvenica, North Macedonia",Municipality of Brvenica,41.9681482,20.9819586,ChIJI9yxShT6UxMRqc4xP7qce8g
MK,Centar Zupa,MK-313,North Macedonia,"Centar Zupa, North Macedonia",Municipality of Centar Župa,41.4785278,20.5602793,ChIJ1zdDQGYQURMRxZa9M7rJLQQ
MK,Cesinovo-Oblesevo,MK-210,North Macedonia,"Cesinovo-Oblesevo, North Macedonia",Municipality of Češinovo-Obleševo,41.8639316,22.262246,ChIJRw1BD9nqVRMRObYJe6nCrb0
MK,Delcevo,MK-203,North Macedonia,"Delcevo, North Macedonia",Municipality of Delcevo,41.9708736,22.7739599,ChIJkwelXx17qhQRLJ-KeZ8wMhs
MK,Demir Kapija,MK-103,North Macedonia,"Demir Kapija, North Macedonia",Municipality of Demir Kapija,41.4088425,22.2436177,ChIJywlKDMwSVhMRsEipLtQkMuc
MK,Dolneni,MK-503,North Macedonia,"Dolneni, North Macedonia",Municipality of Dolneni,41.4270154,21.4529274,ChIJNe4bfhLAVhMRPlPVKyD1OpQ
MK,Gevgelija,MK-405,North Macedonia,"Gevgelija, North Macedonia",Municipality of Gevgelija,41.1451892,22.4997467,ChIJzdp87AwkVhMRo19oeJsXfAc
MK,Ilinden,MK-807,North Macedonia,"Ilinden, North Macedonia",Municipality of Ilinden,41.9957443,21.5676975,ChIJExigNtA4VBMRBKiaHsBQ3Lk
MK,Jegunovce,MK-606,North Macedonia,"Jegunovce, North Macedonia",Municipality of Jegunovce,42.074072,21.1220478,ChIJgaIbL_QKVBMRypqfRPAqrLQ
MK,Karbinci,MK-205,North Macedonia,"Karbinci, North Macedonia",Municipality of Karbinci,41.7882098,22.262246,ChIJGUEifqTpVRMR8OhpMbgAe8I
MK,Kavadarci,MK-104,North Macedonia,"Kavadarci, North Macedonia",Municipality of Kavadarci,41.4329364,22.0088861,ChIJ4d6156tlVhMRqOHm0Fla52I
MK,Kicevo,MK-307,North Macedonia,"Kicevo, North Macedonia",Kičevo Municipality,41.5129112,20.9525065,ChIJW1THAjs2URMR7Otl9WFaU4s
MK,Kocani,MK-206,North Macedonia,"Kocani, North Macedonia",Municipality of Kočani,41.9168048,22.4082849,ChIJ4zdtUSiSVRMReRaNFVzYJZk
MK,Kratovo,MK-701,North Macedonia,"Kratovo, North Macedonia",Municipality of Kratovo,42.0800379,22.1802799,ChIJvWFJoQOjVRMRmUzTeTNeRWk
MK,Kriva Palanka,MK-702,North Macedonia,"Kriva Palanka, North Macedonia",Municipality of Kriva Palanka,42.2058454,22.3307965,ChIJkQU1JMV1VRMRhJiQYzNxHpM
MK,Krivogastani,MK-504,North Macedonia,"Krivogastani, North Macedonia",Municipality of Krivogaštani,41.337318,21.3292164,ChIJSdqgb_3EVhMRDwfRKKLAdSA
MK,Krusevo,MK-505,North Macedonia,"Krusevo, North Macedonia",Municipality of Kruševo,41.3705595,21.2502223,ChIJS9wug0DPVhMRsewM1kRhFMU
MK,Kumanovo,MK-703,North Macedonia,"Kumanovo, North Macedonia",Municipality of Kumanovo,42.1322895,21.7256936,ChIJjSX2H8xPVBMR1y5CdTdkopE
MK,Lipkovo,MK-704,North Macedonia,"Lipkovo, North Macedonia",Municipality of Lipkovo,42.1561352,21.5870744,ChIJnwTwirtEVBMRY2jGWOlxi2Q
MK,Makedonska Kamenica,MK-207,North Macedonia,"Makedonska Kamenica, North Macedonia",Municipality of Makedonska Kamenica,42.0214425,22.5870873,ChIJCeWkHBeHVRMRhzJeKdRpOqk
MK,Makedonski Brod,MK-308,North Macedonia,"Makedonski Brod, North Macedonia",Municipality of Makedonski Brod,41.5133088,21.2174329,ChIJ992kzV22VhMREvLOKah0YPU
MK,Negotino,MK-106,North Macedonia,"Negotino, North Macedonia",Municipality of Negotino,41.482922,22.092349,ChIJGz104VJwVhMR2CkFigwVa_4
MK,Novo Selo,MK-408,North Macedonia,"Novo Selo, North Macedonia",Municipality of Novo Selo,41.4117903,22.87907,ChIJWwYiWfX2qRQR8z8EErM3hHo
MK,Ohrid,MK-310,North Macedonia,"Ohrid, North Macedonia",Municipality of Ohrid,41.1230977,20.8016481,ChIJV2bqh2XbUBMR08kLOWX8bMQ
MK,Pehcevo,MK-208,North Macedonia,"Pehcevo, North Macedonia",Municipality of Pehčevo,41.7621467,22.8865173,ChIJz_j4NrdsqhQRrYRmg8iTXkk
MK,Petrovec,MK-810,North Macedonia,"Petrovec, North Macedonia",Municipality of Petrovec,41.9401891,21.6094324,ChIJCSvpMn45VBMRxdJ4-UthAMs
MK,Plasnica,MK-311,North Macedonia,"Plasnica, North Macedonia",Plasnica Municipality,41.471841,21.1220478,ChIJ_VRMyfrKVhMRjFpvv1XndVY
MK,Prilep,MK-508,North Macedonia,"Prilep, North Macedonia",Municipality of Prilep,41.3440827,21.5527922,ChIJh5fbffHrVhMRwVAh-wYek-U
MK,Probistip,MK-209,North Macedonia,"Probistip, North Macedonia",Municipality of Probištip,41.9948176,22.1877315,ChIJAeDijji8VRMRiW0c-uiI0WU
MK,Radovis,MK-409,North Macedonia,"Radovis, North Macedonia",Municipality of Radoviš,41.6395303,22.4678884,ChIJm3g_b1L6VRMRsEbGU_QGAQQ
MK,Rankovce,MK-705,North Macedonia,"Rankovce, North Macedonia",Municipality of Rankovce,42.1695387,22.116195,ChIJ84cnECKnVRMRwSEvwbCPVSw
MK,Resen,MK-509,North Macedonia,"Resen, North Macedonia",Municipality of Resen,41.0902853,21.0132542,ChIJX1S5M83TUBMR3gBZp6wgrOc
MK,Rosoman,MK-107,North Macedonia,"Rosoman, North Macedonia",Municipality of Rosoman,41.5175986,21.9433064,ChIJ3X9sqZ18VhMRqvhk1QeBxlc
MK,Skopje,MK-85,North Macedonia,"Skopje, North Macedonia",Greater Skopje,41.9981294,21.4254355,ChIJpaKajKUVVBMRICCHYMKI7bI
MK,Stip,MK-211,North Macedonia,"Stip, North Macedonia",Municipality of Štip,41.746429,22.199654,ChIJPw1hXtPCVRMRVpm3DnAZoEE
MK,Strumica,MK-410,North Macedonia,"Strumica, North Macedonia",Municipality of Strumitsa,41.4378004,22.6427428,ChIJN2qTHMD9qRQR4ETGU_QGAQQ
MK,Studenicani,MK-813,North Macedonia,"Studenicani, North Macedonia",Municipality of Studeničani,41.9225639,21.5363965,ChIJfyux_Fk8VBMRY_OirtcbK-k
MK,Sveti Nikole,MK-108,North Macedonia,"Sveti Nikole, North Macedonia",Municipality of Sveti Nikole,41.8656094,21.9373445,ChIJ1WB5X0XJVRMR8EbGU_QGAQQ
MK,Tearce,MK-608,North Macedonia,"Tearce, North Macedonia",Municipality of Tearce,42.0777511,21.0534923,ChIJpRs2n671UxMRxrGaAig8MtU
MK,Tetovo,MK-609,North Macedonia,"Tetovo, North Macedonia",Municipality of Tetovo,42.0069115,20.9715269,ChIJ2-hQKujwUxMRTNPKRkvjh1U
MK,Valandovo,MK-403,North Macedonia,"Valandovo, North Macedonia",Municipality of Valandovo,41.3169713,22.5617585,ChIJ_3o6vlccVhMRb44rHrw-1t0
MK,Vasilevo,MK-404,North Macedonia,"Vasilevo, North Macedonia",Municipality of Vasilevo,41.4741699,22.6422128,ChIJE__eDsf_qRQRlMlP1421Qc4
MK,Veles,MK-101,North Macedonia,"Veles, North Macedonia",Municipality of Veles,41.7164563,21.7722966,ChIJNcW50sErVBMRNeXeKz-ZzeQ
MK,Vevcani,MK-301,North Macedonia,"Vevcani, North Macedonia",Vevčani Municipality,41.2407543,20.5915649,ChIJ8dhjn7jjUBMRBwZYsrDxLBw
MK,Vinica,MK-202,North Macedonia,"Vinica, North Macedonia",Municipality of Vinica,41.883306,22.5081193,ChIJ5VYqRm6MVRMRm5529qw_5_c
MK,Vrapciste,MK-603,North Macedonia,"Vrapciste, North Macedonia",Municipality of Vrapčište,41.8384178,20.8858003,ChIJESyVYhFYURMRJ1mZQxNfm1I
MK,Zelenikovo,MK-806,North Macedonia,"Zelenikovo, North Macedonia",Municipality of Zelenikovo,41.8831336,21.5893102,ChIJnZ8zZGo7VBMRR6GU5a5_LrM
MK,Zelino,MK-605,North Macedonia,"Zelino, North Macedonia",Municipality of Želino,41.9803419,21.0609438,ChIJjf2zEpH3UxMRhKdHC7KOV4o
ML,Bamako,ML-BKO,Mali,"Bamako, Mali",Bamako Capital District,12.6392316,-8.0028892,ChIJkQpFJxLNUQ4RFWBQUuFAPJ4
ML,Gao,ML-7,Mali,"Gao, Mali",Gao Region,16.2639807,-0.0279867,ChIJD71uj2wJIA4RY1pZesCum7A
ML,Kayes,ML-1,Mali,"Kayes, Mali",Kayes Region,14.4367876,-11.4452717,ChIJ6774cQmM9g4RgqTq5AxCzCA
ML,Kidal,ML-8,Mali,"Kidal, Mali",Kidal Region,18.4520713,1.4096535,ChIJwXj5uyFt5BERf6RXd6BZRNo
ML,Koulikoro,ML-2,Mali,"Koulikoro, Mali",Koulikoro Region,12.8662046,-7.5599321,ChIJnZnlt3fPTw4RBfCmRrnHjpE
ML,Mopti,ML-5,Mali,"Mopti, Mali",Mopti Region,14.4874284,-4.1974627,ChIJJY6DI1QQOQ4RlWChrZbDYwc
ML,Segou,ML-4,Mali,"Segou, Mali",Ségou Region,13.4316597,-6.2482149,ChIJ860rPUeoSA4RizMvyuyPO30
ML,Sikasso,ML-3,Mali,"Sikasso, Mali",Sikasso Region,11.3223834,-5.6983979,ChIJd7vZJLxVSg4RgFLUkU37quU
ML,Tombouctou,ML-6,Mali,"Tombouctou, Mali",Tombouctou Region,16.7665887,-3.0025615,ChIJM4e8fJfOFw4RxrdYibwBb1Q
MM,Ayeyarwady,MM-07,Myanmar (Burma),"Ayeyarwady, Myanmar (Burma)",Ayeyarwady,17.0342125,95.2266675,ChIJY7d4NutWkTARchyO0GX8ZfA
MM,Bago,MM-02,Myanmar (Burma),"Bago, Myanmar (Burma)",Bago Region,17.3220711,96.4663286,ChIJQ-kIR7nWwzARMm8-jfl6q2U
MM,Kachin,MM-11,Myanmar (Burma),"Kachin, Myanmar (Burma)",Kachin,25.850904,97.4381355,ChIJt_N254ZzMDcRAv9omvt07J0
MM,Kayah,MM-12,Myanmar (Burma),"Kayah, Myanmar (Burma)",Kayah State,19.2342061,97.2652858,ChIJcQvmylR9xTARrzqnFdGryaQ
MM,Kayin,MM-13,Myanmar (Burma),"Kayin, Myanmar (Burma)",Kayin State,16.9459346,97.9592863,ChIJhcpNh9SvwjARnCFPG1AZvFE
MM,Magway,MM-03,Myanmar (Burma),"Magway, Myanmar (Burma)",Magway Region,20.1544305,94.9454803,ChIJl3jU_aLRtzAR7jRfrrJGo6Q
MM,Mandalay,MM-04,Myanmar (Burma),"Mandalay, Myanmar (Burma)",Mandalay Region,21.9588282,96.0891032,ChIJEXTS8CNtyzARRlZOHuBrFCQ
MM,Mon,MM-15,Myanmar (Burma),"Mon, Myanmar (Burma)",Mon State,16.3003133,97.6982272,ChIJRRxsDu7zwjARtW-4ICmjtso
MM,Nay Pyi Taw,MM-18,Myanmar (Burma),"Nay Pyi Taw, Myanmar (Burma)",Naypyidaw Union Territory,19.7633057,96.0785104,ChIJwRfx4-S-yDAR2k7CyVCrkNA
MM,Rakhine,MM-16,Myanmar (Burma),"Rakhine, Myanmar (Burma)",Rakhine,20.1040818,93.5812692,ChIJO604CqbBsDARU0dHFhOI8i4
MM,Sagaing,MM-01,Myanmar (Burma),"Sagaing, Myanmar (Burma)",Sagaing Region,21.9159702,95.9621106,ChIJC5mkq5IOyzAR8nC-PvMwS3Q
MM,Shan,MM-17,Myanmar (Burma),"Shan, Myanmar (Burma)",Shan,22.0361985,98.1338558,ChIJadHi9y2L0jARsah-c_kKs0U
MM,Tanintharyi,MM-05,Myanmar (Burma),"Tanintharyi, Myanmar (Burma)",Tanintharyi Region,12.0896327,99.0115113,ChIJU-yKJcj6-zARvozhlhLZONo
MM,Yangon,MM-06,Myanmar (Burma),"Yangon, Myanmar (Burma)",Yangon Region,16.840939,96.173526,ChIJaxk-Ip6UwTARtAsI-HHS-1Y
MN,Bayan-Olgiy,MN-071,Mongolia,"Bayan-Olgiy, Mongolia",Bayan-Ölgii,48.3983254,89.6625915,ChIJaYLpx4K0tEIRY-z5F0wI08o
MN,Dornogovi,MN-063,Mongolia,"Dornogovi, Mongolia",Dornogovi,43.9653889,109.1773459,ChIJ2YPR2uOM910RDVmKXO8DJ2U
MN,Govi-Altay,MN-065,Mongolia,"Govi-Altay, Mongolia",Govi-Altai,45.4511227,95.8505766,ChIJgUY8R1LoZl0RmY_4phiJjsY
MN,Omnogovi,MN-053,Mongolia,"Omnogovi, Mongolia",Ömnögovi,43.500024,104.2861116,ChIJ7Xq12vIEJzYR0YKP9HQTU9k
MN,Orhon,MN-035,Mongolia,"Orhon, Mongolia",Orkhon,49.004705,104.3016527,ChIJD57TOwAHol0Rl8HArIJY_CU
MN,Ovorhangay,MN-055,Mongolia,"Ovorhangay, Mongolia",Övörkhangai,45.7624392,103.0917032,ChIJsXmcS5GDgV0RRLropw6Rq88
MN,Selenge,MN-049,Mongolia,"Selenge, Mongolia",Bulgan,49.4527029,103.981356,ChIJWTsJ3bPBoV0ReoKflDcjAwY
MN,Tov,MN-047,Mongolia,"Tov, Mongolia",Töv,47.2124056,106.41541,ChIJQWVhqf3qkF0RFY0Oz_5de7U
MN,Ulaanbaatar,MN-1,Mongolia,"Ulaanbaatar, Mongolia",Ulaanbaatar,47.8863988,106.9057439,ChIJq4qx4luSll0Rf4ShZHiSBuY
MR,Dakhlet Nouadhibou,MR-08,Mauritania,"Dakhlet Nouadhibou, Mauritania",Dakhlet Nouadhibou,20.5985588,-16.2522143,ChIJ5yyZP9M6mQ4R3McdpndHNs8
MR,Nouakchott Nord,MR-14,Mauritania,"Nouakchott Nord, Mauritania",Nouakchott-Nord,18.1130205,-15.8994956,ChIJ114UikJTlg4RsJQCkKgC3Wc
MR,Tiris Zemmour,MR-11,Mauritania,"Tiris Zemmour, Mauritania",Tiris Zemmour Region,24.5773764,-9.9018131,ChIJp7O_1v2xKQwRHUjoNjKy5YI
MS,Saint Anthony,-,Montserrat,"Saint Anthony, Montserrat",Saint Anthony Parish,16.7126579,-62.2040287,ChIJQdTiW0KsE4wRt1lzH3gMCF4
MS,Saint Peter,-,Montserrat,"Saint Peter, Montserrat",Saint Peter Parish,16.7556647,-62.2040287,ChIJSULxKDBTEowRe7ssNku4DDU
MU,Black River,MU-BL,Mauritius,"Black River, Mauritius",Rivière Noire District,-20.3708492,57.3948649,ChIJldY9RD5CfCERRIiSLvtrHgw
MU,Flacq,MU-FL,Mauritius,"Flacq, Mauritius",Flacq District,-20.2257836,57.7119274,ChIJC5jTde75fCERv5DDjvRAC94
MU,Grand Port,MU-GP,Mauritius,"Grand Port, Mauritius",Grand Port District,-20.3851546,57.6665742,ChIJv9VQljX1fCERoU08UWdklws
MU,Moka,MU-MO,Mauritius,"Moka, Mauritius",Moka District,-20.2195243,57.502332,ChIJS3A2qvRafCERK05xjpCreJU
MU,Pamplemousses,MU-PA,Mauritius,"Pamplemousses, Mauritius",Pamplemousses District,-20.1136008,57.575926,ChIJs1L5hfhUfCERYCB68NLKU6c
MU,Plaines Wilhems,MU-PW,Mauritius,"Plaines Wilhems, Mauritius",Plaines Wilhems District,-20.3054872,57.4853561,ChIJu1K82X1cfCERkucxHDozvFw
MU,Port Louis,MU-PL,Mauritius,"Port Louis, Mauritius",Port Louis District,-20.1608912,57.5012222,ChIJ7wHWQUlQfCERPbu9kWwYxf0
